Date,Name,Benchmark,Ccy,value,Portfolio,LookbackPeriod,Measure
29/2/2020,Fund_1,Bcmk_1,USD,0.811140159,Portfolio,3M,Skew
31/1/2020,Fund_1,Bcmk_1,USD,0.840590957,Portfolio,3M,Skew
31/12/2019,Fund_1,Bcmk_1,USD,2.369965037,Portfolio,3M,Skew
30/11/2019,Fund_1,Bcmk_1,USD,0.609223776,Portfolio,3M,Skew
31/10/2019,Fund_1,Bcmk_1,USD,2.161027647,Portfolio,3M,Skew
30/9/2019,Fund_1,Bcmk_1,USD,1.211966456,Portfolio,3M,Skew
31/8/2019,Fund_1,Bcmk_1,USD,0.447325628,Portfolio,3M,Skew
31/7/2019,Fund_1,Bcmk_1,USD,1.092852101,Portfolio,3M,Skew
30/6/2019,Fund_1,Bcmk_1,USD,1.718375319,Portfolio,3M,Skew
31/5/2019,Fund_1,Bcmk_1,USD,0.387138999,Portfolio,3M,Skew
30/4/2019,Fund_1,Bcmk_1,USD,0.50898658,Portfolio,3M,Skew
31/3/2019,Fund_1,Bcmk_1,USD,1.295622681,Portfolio,3M,Skew
28/2/2019,Fund_1,Bcmk_1,USD,1.698531699,Portfolio,3M,Skew
31/1/2019,Fund_1,Bcmk_1,USD,0.89195563,Portfolio,3M,Skew
31/12/2018,Fund_1,Bcmk_1,USD,0.870471236,Portfolio,3M,Skew
30/11/2018,Fund_1,Bcmk_1,USD,2.436811514,Portfolio,3M,Skew
31/10/2018,Fund_1,Bcmk_1,USD,1.334023627,Portfolio,3M,Skew
30/9/2018,Fund_1,Bcmk_1,USD,0.308279126,Portfolio,3M,Skew
31/8/2018,Fund_1,Bcmk_1,USD,1.799480951,Portfolio,3M,Skew
31/7/2018,Fund_1,Bcmk_1,USD,0.10856525,Portfolio,3M,Skew
30/6/2018,Fund_1,Bcmk_1,USD,0.782817353,Portfolio,3M,Skew
31/5/2018,Fund_1,Bcmk_1,USD,2.351734805,Portfolio,3M,Skew
30/4/2018,Fund_1,Bcmk_1,USD,0.610839445,Portfolio,3M,Skew
31/3/2018,Fund_1,Bcmk_1,USD,0.655151864,Portfolio,3M,Skew
28/2/2018,Fund_1,Bcmk_1,USD,0.268142382,Portfolio,3M,Skew
31/1/2018,Fund_1,Bcmk_1,USD,1.403789458,Portfolio,3M,Skew
31/12/2017,Fund_1,Bcmk_1,USD,0.295036579,Portfolio,3M,Skew
30/11/2017,Fund_1,Bcmk_1,USD,0.502064877,Portfolio,3M,Skew
31/10/2017,Fund_1,Bcmk_1,USD,0.567663631,Portfolio,3M,Skew
30/9/2017,Fund_1,Bcmk_1,USD,1.179400805,Portfolio,3M,Skew
31/8/2017,Fund_1,Bcmk_1,USD,1.727985,Portfolio,3M,Skew
31/7/2017,Fund_1,Bcmk_1,USD,2.414006456,Portfolio,3M,Skew
30/6/2017,Fund_1,Bcmk_1,USD,1.734359803,Portfolio,3M,Skew
31/5/2017,Fund_1,Bcmk_1,USD,2.439162434,Portfolio,3M,Skew
30/4/2022,Fund_1,Bcmk_1,USD,0.200182063,Benchmark,3M,Skew
31/3/2022,Fund_1,Bcmk_1,USD,2.389073956,Benchmark,3M,Skew
28/2/2022,Fund_1,Bcmk_1,USD,1.886091365,Benchmark,3M,Skew
31/1/2022,Fund_1,Bcmk_1,USD,1.590119014,Benchmark,3M,Skew
31/12/2021,Fund_1,Bcmk_1,USD,0.625085488,Benchmark,3M,Skew
30/11/2021,Fund_1,Bcmk_1,USD,1.722003493,Benchmark,3M,Skew
31/10/2021,Fund_1,Bcmk_1,USD,1.108613552,Benchmark,3M,Skew
30/9/2021,Fund_1,Bcmk_1,USD,1.84885619,Benchmark,3M,Skew
31/8/2021,Fund_1,Bcmk_1,USD,2.61475503,Benchmark,3M,Skew
31/7/2021,Fund_1,Bcmk_1,USD,2.942306549,Benchmark,3M,Skew
30/6/2021,Fund_1,Bcmk_1,USD,2.293620935,Benchmark,3M,Skew
31/5/2021,Fund_1,Bcmk_1,USD,1.460554525,Benchmark,3M,Skew
30/4/2021,Fund_1,Bcmk_1,USD,2.505253612,Benchmark,3M,Skew
31/3/2021,Fund_1,Bcmk_1,USD,0.207687867,Benchmark,3M,Skew
28/2/2021,Fund_1,Bcmk_1,USD,1.316827602,Benchmark,3M,Skew
31/1/2021,Fund_1,Bcmk_1,USD,2.845871777,Benchmark,3M,Skew
31/12/2020,Fund_1,Bcmk_1,USD,1.09639257,Benchmark,3M,Skew
30/11/2020,Fund_1,Bcmk_1,USD,0.864633976,Benchmark,3M,Skew
31/10/2020,Fund_1,Bcmk_1,USD,1.724462139,Benchmark,3M,Skew
30/9/2020,Fund_1,Bcmk_1,USD,1.299243717,Benchmark,3M,Skew
31/8/2020,Fund_1,Bcmk_1,USD,0.801337667,Benchmark,3M,Skew
31/7/2020,Fund_1,Bcmk_1,USD,0.12264954,Benchmark,3M,Skew
30/6/2020,Fund_1,Bcmk_1,USD,1.915803315,Benchmark,3M,Skew
31/5/2020,Fund_1,Bcmk_1,USD,2.653590312,Benchmark,3M,Skew
30/4/2020,Fund_1,Bcmk_1,USD,1.479561255,Benchmark,3M,Skew
31/3/2020,Fund_1,Bcmk_1,USD,1.087223316,Benchmark,3M,Skew
29/2/2020,Fund_1,Bcmk_1,USD,2.183667716,Benchmark,3M,Skew
31/1/2020,Fund_1,Bcmk_1,USD,2.492905909,Benchmark,3M,Skew
31/12/2019,Fund_1,Bcmk_1,USD,1.948910762,Benchmark,3M,Skew
30/11/2019,Fund_1,Bcmk_1,USD,2.544669831,Benchmark,3M,Skew
31/10/2019,Fund_1,Bcmk_1,USD,2.849651896,Benchmark,3M,Skew
30/9/2019,Fund_1,Bcmk_1,USD,2.708299747,Benchmark,3M,Skew
31/8/2019,Fund_1,Bcmk_1,USD,0.445890921,Benchmark,3M,Skew
31/7/2019,Fund_1,Bcmk_1,USD,0.952787504,Benchmark,3M,Skew
30/6/2019,Fund_1,Bcmk_1,USD,2.329278446,Benchmark,3M,Skew
31/5/2019,Fund_1,Bcmk_1,USD,0.939041524,Benchmark,3M,Skew
30/4/2019,Fund_1,Bcmk_1,USD,2.732761008,Benchmark,3M,Skew
31/3/2019,Fund_1,Bcmk_1,USD,1.654323109,Benchmark,3M,Skew
28/2/2019,Fund_1,Bcmk_1,USD,1.445517347,Benchmark,3M,Skew
31/1/2019,Fund_1,Bcmk_1,USD,2.508119133,Benchmark,3M,Skew
31/12/2018,Fund_1,Bcmk_1,USD,1.387141517,Benchmark,3M,Skew
30/11/2018,Fund_1,Bcmk_1,USD,0.49251003,Benchmark,3M,Skew
31/10/2018,Fund_1,Bcmk_1,USD,1.240639705,Benchmark,3M,Skew
30/9/2018,Fund_1,Bcmk_1,USD,0.533017529,Benchmark,3M,Skew
31/8/2018,Fund_1,Bcmk_1,USD,1.941673691,Benchmark,3M,Skew
31/7/2018,Fund_1,Bcmk_1,USD,1.341768684,Benchmark,3M,Skew
30/6/2018,Fund_1,Bcmk_1,USD,1.410518973,Benchmark,3M,Skew
31/5/2018,Fund_1,Bcmk_1,USD,2.144429386,Benchmark,3M,Skew
30/4/2018,Fund_1,Bcmk_1,USD,0.353767676,Benchmark,3M,Skew
31/3/2018,Fund_1,Bcmk_1,USD,0.731328878,Benchmark,3M,Skew
28/2/2018,Fund_1,Bcmk_1,USD,0.945946992,Benchmark,3M,Skew
31/1/2018,Fund_1,Bcmk_1,USD,1.321069575,Benchmark,3M,Skew
31/12/2017,Fund_1,Bcmk_1,USD,2.911856523,Benchmark,3M,Skew
30/11/2017,Fund_1,Bcmk_1,USD,0.290293442,Benchmark,3M,Skew
31/10/2017,Fund_1,Bcmk_1,USD,1.216669132,Benchmark,3M,Skew
30/9/2017,Fund_1,Bcmk_1,USD,2.717217143,Benchmark,3M,Skew
31/8/2017,Fund_1,Bcmk_1,USD,1.092067819,Benchmark,3M,Skew
31/7/2017,Fund_1,Bcmk_1,USD,1.645087156,Benchmark,3M,Skew
30/6/2017,Fund_1,Bcmk_1,USD,2.233603355,Benchmark,3M,Skew
31/5/2017,Fund_1,Bcmk_1,USD,2.016920373,Benchmark,3M,Skew
30/4/2022,Fund_1,Bcmk_1,USD,2.069721022,Portfolio,1Y,Skew
31/3/2022,Fund_1,Bcmk_1,USD,2.920142641,Portfolio,1Y,Skew
28/2/2022,Fund_1,Bcmk_1,USD,0.622077816,Portfolio,1Y,Skew
31/1/2022,Fund_1,Bcmk_1,USD,0.438743888,Portfolio,1Y,Skew
31/12/2021,Fund_1,Bcmk_1,USD,0.475715785,Portfolio,1Y,Skew
30/11/2021,Fund_1,Bcmk_1,USD,1.845241273,Portfolio,1Y,Skew
31/10/2021,Fund_1,Bcmk_1,USD,1.699970622,Portfolio,1Y,Skew
30/9/2021,Fund_1,Bcmk_1,USD,0.073285323,Portfolio,1Y,Skew
31/8/2021,Fund_1,Bcmk_1,USD,0.005726198,Portfolio,1Y,Skew
31/7/2021,Fund_1,Bcmk_1,USD,1.609056069,Portfolio,1Y,Skew
30/6/2021,Fund_1,Bcmk_1,USD,1.138657261,Portfolio,1Y,Skew
31/5/2021,Fund_1,Bcmk_1,USD,2.631965501,Portfolio,1Y,Skew
30/4/2021,Fund_1,Bcmk_1,USD,1.463080965,Portfolio,1Y,Skew
31/3/2021,Fund_1,Bcmk_1,USD,0.993648808,Portfolio,1Y,Skew
28/2/2021,Fund_1,Bcmk_1,USD,1.255793247,Portfolio,1Y,Skew
31/1/2021,Fund_1,Bcmk_1,USD,0.532562022,Portfolio,1Y,Skew
31/12/2020,Fund_1,Bcmk_1,USD,1.296694288,Portfolio,1Y,Skew
30/11/2020,Fund_1,Bcmk_1,USD,2.419170639,Portfolio,1Y,Skew
31/10/2020,Fund_1,Bcmk_1,USD,2.948758281,Portfolio,1Y,Skew
30/9/2020,Fund_1,Bcmk_1,USD,1.910093675,Portfolio,1Y,Skew
31/8/2020,Fund_1,Bcmk_1,USD,2.443379594,Portfolio,1Y,Skew
31/7/2020,Fund_1,Bcmk_1,USD,0.799206983,Portfolio,1Y,Skew
30/6/2020,Fund_1,Bcmk_1,USD,1.151219138,Portfolio,1Y,Skew
31/5/2020,Fund_1,Bcmk_1,USD,0.355965757,Portfolio,1Y,Skew
30/4/2020,Fund_1,Bcmk_1,USD,2.099223732,Portfolio,1Y,Skew
31/3/2020,Fund_1,Bcmk_1,USD,2.31841029,Portfolio,1Y,Skew
29/2/2020,Fund_1,Bcmk_1,USD,2.390980678,Portfolio,1Y,Skew
31/1/2020,Fund_1,Bcmk_1,USD,1.654976132,Portfolio,1Y,Skew
31/12/2019,Fund_1,Bcmk_1,USD,1.078847711,Portfolio,1Y,Skew
30/11/2019,Fund_1,Bcmk_1,USD,0.26577602,Portfolio,1Y,Skew
31/10/2019,Fund_1,Bcmk_1,USD,2.807028124,Portfolio,1Y,Skew
30/9/2019,Fund_1,Bcmk_1,USD,2.116203755,Portfolio,1Y,Skew
31/8/2019,Fund_1,Bcmk_1,USD,0.527476888,Portfolio,1Y,Skew
31/7/2019,Fund_1,Bcmk_1,USD,1.029317176,Portfolio,1Y,Skew
30/6/2019,Fund_1,Bcmk_1,USD,0.409527297,Portfolio,1Y,Skew
31/5/2019,Fund_1,Bcmk_1,USD,2.800764963,Portfolio,1Y,Skew
30/4/2019,Fund_1,Bcmk_1,USD,2.648927559,Portfolio,1Y,Skew
31/3/2019,Fund_1,Bcmk_1,USD,2.930883929,Portfolio,1Y,Skew
28/2/2019,Fund_1,Bcmk_1,USD,0.373866896,Portfolio,1Y,Skew
31/1/2019,Fund_1,Bcmk_1,USD,1.001867256,Portfolio,1Y,Skew
31/12/2018,Fund_1,Bcmk_1,USD,1.168559816,Portfolio,1Y,Skew
30/11/2018,Fund_1,Bcmk_1,USD,0.41671772,Portfolio,1Y,Skew
31/10/2018,Fund_1,Bcmk_1,USD,2.421610341,Portfolio,1Y,Skew
30/9/2018,Fund_1,Bcmk_1,USD,0.989643174,Portfolio,1Y,Skew
31/8/2018,Fund_1,Bcmk_1,USD,2.023332007,Portfolio,1Y,Skew
31/7/2018,Fund_1,Bcmk_1,USD,1.620822443,Portfolio,1Y,Skew
30/6/2018,Fund_1,Bcmk_1,USD,0.637134859,Portfolio,1Y,Skew
31/5/2018,Fund_1,Bcmk_1,USD,0.589206975,Portfolio,1Y,Skew
30/4/2018,Fund_1,Bcmk_1,USD,1.109275425,Portfolio,1Y,Skew
31/3/2018,Fund_1,Bcmk_1,USD,0.888533865,Portfolio,1Y,Skew
28/2/2018,Fund_1,Bcmk_1,USD,2.708736146,Portfolio,1Y,Skew
31/1/2018,Fund_1,Bcmk_1,USD,2.758657899,Portfolio,1Y,Skew
31/12/2017,Fund_1,Bcmk_1,USD,1.68973279,Portfolio,1Y,Skew
30/11/2017,Fund_1,Bcmk_1,USD,0.778318543,Portfolio,1Y,Skew
31/10/2017,Fund_1,Bcmk_1,USD,2.849752216,Portfolio,1Y,Skew
30/9/2017,Fund_1,Bcmk_1,USD,1.43535394,Portfolio,1Y,Skew
31/8/2017,Fund_1,Bcmk_1,USD,2.10773533,Portfolio,1Y,Skew
31/7/2017,Fund_1,Bcmk_1,USD,1.429435523,Portfolio,1Y,Skew
30/6/2017,Fund_1,Bcmk_1,USD,1.741674291,Portfolio,1Y,Skew
31/5/2017,Fund_1,Bcmk_1,USD,2.154945405,Portfolio,1Y,Skew
30/4/2022,Fund_1,Bcmk_1,USD,0.813264239,Benchmark,1Y,Skew
31/3/2022,Fund_1,Bcmk_1,USD,2.082821196,Benchmark,1Y,Skew
28/2/2022,Fund_1,Bcmk_1,USD,2.439517418,Benchmark,1Y,Skew
31/1/2022,Fund_1,Bcmk_1,USD,1.18522152,Benchmark,1Y,Skew
31/12/2021,Fund_1,Bcmk_1,USD,2.027156142,Benchmark,1Y,Skew
30/11/2021,Fund_1,Bcmk_1,USD,2.598289693,Benchmark,1Y,Skew
31/10/2021,Fund_1,Bcmk_1,USD,1.591255494,Benchmark,1Y,Skew
30/9/2021,Fund_1,Bcmk_1,USD,0.849760019,Benchmark,1Y,Skew
31/8/2021,Fund_1,Bcmk_1,USD,0.377665682,Benchmark,1Y,Skew
31/7/2021,Fund_1,Bcmk_1,USD,2.959811574,Benchmark,1Y,Skew
30/6/2021,Fund_1,Bcmk_1,USD,2.524237854,Benchmark,1Y,Skew
31/5/2021,Fund_1,Bcmk_1,USD,0.002894046,Benchmark,1Y,Skew
30/4/2021,Fund_1,Bcmk_1,USD,2.189977603,Benchmark,1Y,Skew
31/3/2021,Fund_1,Bcmk_1,USD,2.485392273,Benchmark,1Y,Skew
28/2/2021,Fund_1,Bcmk_1,USD,2.691753648,Benchmark,1Y,Skew
31/1/2021,Fund_1,Bcmk_1,USD,2.56648598,Benchmark,1Y,Skew
31/12/2020,Fund_1,Bcmk_1,USD,1.711337109,Benchmark,1Y,Skew
30/11/2020,Fund_1,Bcmk_1,USD,1.340984375,Benchmark,1Y,Skew
31/10/2020,Fund_1,Bcmk_1,USD,1.459133846,Benchmark,1Y,Skew
30/9/2020,Fund_1,Bcmk_1,USD,0.476961067,Benchmark,1Y,Skew
31/8/2020,Fund_1,Bcmk_1,USD,1.294297875,Benchmark,1Y,Skew
31/7/2020,Fund_1,Bcmk_1,USD,1.776034799,Benchmark,1Y,Skew
30/6/2020,Fund_1,Bcmk_1,USD,2.127064214,Benchmark,1Y,Skew
31/5/2020,Fund_1,Bcmk_1,USD,0.787658049,Benchmark,1Y,Skew
30/4/2020,Fund_1,Bcmk_1,USD,1.683108364,Benchmark,1Y,Skew
31/3/2020,Fund_1,Bcmk_1,USD,0.963282985,Benchmark,1Y,Skew
29/2/2020,Fund_1,Bcmk_1,USD,2.131709366,Benchmark,1Y,Skew
31/1/2020,Fund_1,Bcmk_1,USD,0.905446321,Benchmark,1Y,Skew
31/12/2019,Fund_1,Bcmk_1,USD,0.763269235,Benchmark,1Y,Skew
30/11/2019,Fund_1,Bcmk_1,USD,1.110937527,Benchmark,1Y,Skew
31/10/2019,Fund_1,Bcmk_1,USD,1.845040636,Benchmark,1Y,Skew
30/9/2019,Fund_1,Bcmk_1,USD,1.104415002,Benchmark,1Y,Skew
31/8/2019,Fund_1,Bcmk_1,USD,2.939164239,Benchmark,1Y,Skew
31/7/2019,Fund_1,Bcmk_1,USD,0.559057234,Benchmark,1Y,Skew
30/6/2019,Fund_1,Bcmk_1,USD,2.045431617,Benchmark,1Y,Skew
31/5/2019,Fund_1,Bcmk_1,USD,2.24535868,Benchmark,1Y,Skew
30/4/2019,Fund_1,Bcmk_1,USD,2.015669101,Benchmark,1Y,Skew
31/3/2019,Fund_1,Bcmk_1,USD,2.87553074,Benchmark,1Y,Skew
28/2/2019,Fund_1,Bcmk_1,USD,1.004279263,Benchmark,1Y,Skew
31/1/2019,Fund_1,Bcmk_1,USD,0.265452948,Benchmark,1Y,Skew
31/12/2018,Fund_1,Bcmk_1,USD,0.436346067,Benchmark,1Y,Skew
30/11/2018,Fund_1,Bcmk_1,USD,2.239745323,Benchmark,1Y,Skew
31/10/2018,Fund_1,Bcmk_1,USD,2.340477904,Benchmark,1Y,Skew
30/9/2018,Fund_1,Bcmk_1,USD,1.748995375,Benchmark,1Y,Skew
31/8/2018,Fund_1,Bcmk_1,USD,1.510153554,Benchmark,1Y,Skew
31/7/2018,Fund_1,Bcmk_1,USD,0.770379697,Benchmark,1Y,Skew
30/6/2018,Fund_1,Bcmk_1,USD,0.137368579,Benchmark,1Y,Skew
31/5/2018,Fund_1,Bcmk_1,USD,2.022747918,Benchmark,1Y,Skew
30/4/2018,Fund_1,Bcmk_1,USD,0.248516693,Benchmark,1Y,Skew
31/3/2018,Fund_1,Bcmk_1,USD,2.315353393,Benchmark,1Y,Skew
28/2/2018,Fund_1,Bcmk_1,USD,0.910805726,Benchmark,1Y,Skew
31/1/2018,Fund_1,Bcmk_1,USD,1.542310645,Benchmark,1Y,Skew
31/12/2017,Fund_1,Bcmk_1,USD,1.142011216,Benchmark,1Y,Skew
30/11/2017,Fund_1,Bcmk_1,USD,2.229004651,Benchmark,1Y,Skew
31/10/2017,Fund_1,Bcmk_1,USD,1.355739992,Benchmark,1Y,Skew
30/9/2017,Fund_1,Bcmk_1,USD,2.050362066,Benchmark,1Y,Skew
31/8/2017,Fund_1,Bcmk_1,USD,1.80253824,Benchmark,1Y,Skew
31/7/2017,Fund_1,Bcmk_1,USD,1.288387763,Benchmark,1Y,Skew
30/6/2017,Fund_1,Bcmk_1,USD,2.064971599,Benchmark,1Y,Skew
31/5/2017,Fund_1,Bcmk_1,USD,1.904953453,Benchmark,1Y,Skew
30/4/2022,Fund_1,Bcmk_1,USD,1.507287779,Portfolio,3Y,Skew
31/3/2022,Fund_1,Bcmk_1,USD,1.350998976,Portfolio,3Y,Skew
28/2/2022,Fund_1,Bcmk_1,USD,2.008015807,Portfolio,3Y,Skew
31/1/2022,Fund_1,Bcmk_1,USD,2.555463838,Portfolio,3Y,Skew
31/12/2021,Fund_1,Bcmk_1,USD,1.203458087,Portfolio,3Y,Skew
30/11/2021,Fund_1,Bcmk_1,USD,1.872091217,Portfolio,3Y,Skew
31/10/2021,Fund_1,Bcmk_1,USD,2.477205404,Portfolio,3Y,Skew
30/9/2021,Fund_1,Bcmk_1,USD,1.543011652,Portfolio,3Y,Skew
31/8/2021,Fund_1,Bcmk_1,USD,0.017594695,Portfolio,3Y,Skew
31/7/2021,Fund_1,Bcmk_1,USD,0.353343435,Portfolio,3Y,Skew
30/6/2021,Fund_1,Bcmk_1,USD,1.217125411,Portfolio,3Y,Skew
31/5/2021,Fund_1,Bcmk_1,USD,2.066771098,Portfolio,3Y,Skew
30/4/2021,Fund_1,Bcmk_1,USD,0.483418437,Portfolio,3Y,Skew
31/3/2021,Fund_1,Bcmk_1,USD,1.045425999,Portfolio,3Y,Skew
28/2/2021,Fund_1,Bcmk_1,USD,2.514410241,Portfolio,3Y,Skew
31/1/2021,Fund_1,Bcmk_1,USD,0.405232251,Portfolio,3Y,Skew
31/12/2020,Fund_1,Bcmk_1,USD,0.632473128,Portfolio,3Y,Skew
30/11/2020,Fund_1,Bcmk_1,USD,1.322557787,Portfolio,3Y,Skew
31/10/2020,Fund_1,Bcmk_1,USD,0.117508925,Portfolio,3Y,Skew
30/9/2020,Fund_1,Bcmk_1,USD,2.766278226,Portfolio,3Y,Skew
31/8/2020,Fund_1,Bcmk_1,USD,2.488786772,Portfolio,3Y,Skew
31/7/2020,Fund_1,Bcmk_1,USD,0.622199016,Portfolio,3Y,Skew
30/6/2020,Fund_1,Bcmk_1,USD,0.217450144,Portfolio,3Y,Skew
31/5/2020,Fund_1,Bcmk_1,USD,0.600148044,Portfolio,3Y,Skew
30/4/2020,Fund_1,Bcmk_1,USD,2.342503066,Portfolio,3Y,Skew
31/3/2020,Fund_1,Bcmk_1,USD,2.768494499,Portfolio,3Y,Skew
29/2/2020,Fund_1,Bcmk_1,USD,2.290150223,Portfolio,3Y,Skew
31/1/2020,Fund_1,Bcmk_1,USD,1.006377445,Portfolio,3Y,Skew
31/12/2019,Fund_1,Bcmk_1,USD,0.722357933,Portfolio,3Y,Skew
30/11/2019,Fund_1,Bcmk_1,USD,0.637303498,Portfolio,3Y,Skew
31/10/2019,Fund_1,Bcmk_1,USD,2.236967721,Portfolio,3Y,Skew
30/9/2019,Fund_1,Bcmk_1,USD,0.791075847,Portfolio,3Y,Skew
31/8/2019,Fund_1,Bcmk_1,USD,2.742866322,Portfolio,3Y,Skew
31/7/2019,Fund_1,Bcmk_1,USD,1.616540635,Portfolio,3Y,Skew
30/6/2019,Fund_1,Bcmk_1,USD,0.281215388,Portfolio,3Y,Skew
31/5/2019,Fund_1,Bcmk_1,USD,2.583877928,Portfolio,3Y,Skew
30/4/2019,Fund_1,Bcmk_1,USD,0.75735553,Portfolio,3Y,Skew
31/3/2019,Fund_1,Bcmk_1,USD,1.535203414,Portfolio,3Y,Skew
28/2/2019,Fund_1,Bcmk_1,USD,2.125724772,Portfolio,3Y,Skew
31/1/2019,Fund_1,Bcmk_1,USD,0.610386865,Portfolio,3Y,Skew
31/12/2018,Fund_1,Bcmk_1,USD,1.571748275,Portfolio,3Y,Skew
30/11/2018,Fund_1,Bcmk_1,USD,1.216153392,Portfolio,3Y,Skew
31/10/2018,Fund_1,Bcmk_1,USD,0.866628022,Portfolio,3Y,Skew
30/9/2018,Fund_1,Bcmk_1,USD,1.08034671,Portfolio,3Y,Skew
31/8/2018,Fund_1,Bcmk_1,USD,2.838248485,Portfolio,3Y,Skew
31/7/2018,Fund_1,Bcmk_1,USD,1.562579344,Portfolio,3Y,Skew
30/6/2018,Fund_1,Bcmk_1,USD,0.943679658,Portfolio,3Y,Skew
31/5/2018,Fund_1,Bcmk_1,USD,2.621831921,Portfolio,3Y,Skew
30/4/2018,Fund_1,Bcmk_1,USD,2.812441603,Portfolio,3Y,Skew
31/3/2018,Fund_1,Bcmk_1,USD,0.455962462,Portfolio,3Y,Skew
28/2/2018,Fund_1,Bcmk_1,USD,1.100469474,Portfolio,3Y,Skew
31/1/2018,Fund_1,Bcmk_1,USD,2.337795936,Portfolio,3Y,Skew
31/12/2017,Fund_1,Bcmk_1,USD,0.244308788,Portfolio,3Y,Skew
30/11/2017,Fund_1,Bcmk_1,USD,2.483942916,Portfolio,3Y,Skew
31/10/2017,Fund_1,Bcmk_1,USD,0.208440451,Portfolio,3Y,Skew
30/9/2017,Fund_1,Bcmk_1,USD,1.955935633,Portfolio,3Y,Skew
31/8/2017,Fund_1,Bcmk_1,USD,1.633594734,Portfolio,3Y,Skew
31/7/2017,Fund_1,Bcmk_1,USD,1.717075849,Portfolio,3Y,Skew
30/6/2017,Fund_1,Bcmk_1,USD,0.298147096,Portfolio,3Y,Skew
31/5/2017,Fund_1,Bcmk_1,USD,0.857792517,Portfolio,3Y,Skew
30/4/2022,Fund_1,Bcmk_1,USD,2.234062459,Benchmark,3Y,Skew
31/3/2022,Fund_1,Bcmk_1,USD,1.324284081,Benchmark,3Y,Skew
28/2/2022,Fund_1,Bcmk_1,USD,0.004396377,Benchmark,3Y,Skew
31/1/2022,Fund_1,Bcmk_1,USD,2.720149144,Benchmark,3Y,Skew
31/12/2021,Fund_1,Bcmk_1,USD,2.415598148,Benchmark,3Y,Skew
30/11/2021,Fund_1,Bcmk_1,USD,2.833615554,Benchmark,3Y,Skew
31/10/2021,Fund_1,Bcmk_1,USD,1.004730817,Benchmark,3Y,Skew
30/9/2021,Fund_1,Bcmk_1,USD,0.029196614,Benchmark,3Y,Skew
31/8/2021,Fund_1,Bcmk_1,USD,2.522768716,Benchmark,3Y,Skew
31/7/2021,Fund_1,Bcmk_1,USD,0.89818246,Benchmark,3Y,Skew
30/6/2021,Fund_1,Bcmk_1,USD,1.171847659,Benchmark,3Y,Skew
31/5/2021,Fund_1,Bcmk_1,USD,0.271327023,Benchmark,3Y,Skew
30/4/2021,Fund_1,Bcmk_1,USD,1.533791494,Benchmark,3Y,Skew
31/3/2021,Fund_1,Bcmk_1,USD,0.651656985,Benchmark,3Y,Skew
28/2/2021,Fund_1,Bcmk_1,USD,1.415337379,Benchmark,3Y,Skew
31/1/2021,Fund_1,Bcmk_1,USD,1.942211842,Benchmark,3Y,Skew
31/12/2020,Fund_1,Bcmk_1,USD,1.603733539,Benchmark,3Y,Skew
30/11/2020,Fund_1,Bcmk_1,USD,1.834692974,Benchmark,3Y,Skew
31/10/2020,Fund_1,Bcmk_1,USD,0.145648048,Benchmark,3Y,Skew
30/9/2020,Fund_1,Bcmk_1,USD,0.600525848,Benchmark,3Y,Skew
31/8/2020,Fund_1,Bcmk_1,USD,0.206458933,Benchmark,3Y,Skew
31/7/2020,Fund_1,Bcmk_1,USD,0.48860184,Benchmark,3Y,Skew
30/6/2020,Fund_1,Bcmk_1,USD,2.486609247,Benchmark,3Y,Skew
31/5/2020,Fund_1,Bcmk_1,USD,2.898623088,Benchmark,3Y,Skew
30/4/2020,Fund_1,Bcmk_1,USD,2.671451641,Benchmark,3Y,Skew
31/3/2020,Fund_1,Bcmk_1,USD,1.303050351,Benchmark,3Y,Skew
29/2/2020,Fund_1,Bcmk_1,USD,0.534143569,Benchmark,3Y,Skew
31/1/2020,Fund_1,Bcmk_1,USD,0.003200559,Benchmark,3Y,Skew
31/12/2019,Fund_1,Bcmk_1,USD,1.555154769,Benchmark,3Y,Skew
30/11/2019,Fund_1,Bcmk_1,USD,2.025554486,Benchmark,3Y,Skew
31/10/2019,Fund_1,Bcmk_1,USD,0.757503648,Benchmark,3Y,Skew
30/9/2019,Fund_1,Bcmk_1,USD,2.955574973,Benchmark,3Y,Skew
31/8/2019,Fund_1,Bcmk_1,USD,0.424025427,Benchmark,3Y,Skew
31/7/2019,Fund_1,Bcmk_1,USD,1.784909407,Benchmark,3Y,Skew
30/6/2019,Fund_1,Bcmk_1,USD,2.797129999,Benchmark,3Y,Skew
31/5/2019,Fund_1,Bcmk_1,USD,1.598371969,Benchmark,3Y,Skew
30/4/2019,Fund_1,Bcmk_1,USD,1.494656273,Benchmark,3Y,Skew
31/3/2019,Fund_1,Bcmk_1,USD,0.903498432,Benchmark,3Y,Skew
28/2/2019,Fund_1,Bcmk_1,USD,0.115404493,Benchmark,3Y,Skew
31/1/2019,Fund_1,Bcmk_1,USD,1.129739737,Benchmark,3Y,Skew
31/12/2018,Fund_1,Bcmk_1,USD,0.600715632,Benchmark,3Y,Skew
30/11/2018,Fund_1,Bcmk_1,USD,1.953702721,Benchmark,3Y,Skew
31/10/2018,Fund_1,Bcmk_1,USD,0.682962638,Benchmark,3Y,Skew
30/9/2018,Fund_1,Bcmk_1,USD,2.224495312,Benchmark,3Y,Skew
31/8/2018,Fund_1,Bcmk_1,USD,2.244672131,Benchmark,3Y,Skew
